Employee_ID,Age,Age_Category ,Gender,Job_Role,Industry,Years_of_Experience,Years_of_Experience_Category,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP2424,39,Mid-Career Professional,Female,HR,Finance,26,Expert,Hybrid,24,10,5,High,Anxiety,Yes,No Change,2,Unsatisfied,3,Weekly,Good,Europe
EMP2425,57,Early Professional,Female,Software Engineer,Education,29,Expert,Remote,52,0,3,High,Anxiety,No,Decrease,1,Satisfied,3,Daily,Average,Asia
EMP2427,27,Young Adult,Male,Software Engineer,Manufacturing,11,Advanced,Onsite,43,14,3,Medium,None,Yes,No Change,5,Satisfied,5,Daily,Poor,South America
EMP2428,40,Young Adult,Female,Designer,Finance,33,Expert,Onsite,56,6,2,Low,Burnout,No,Increase,5,Unsatisfied,1,Daily,Good,Asia
EMP2431,33,Young Adult,Male,Designer,IT,14,Advanced,Hybrid,22,14,3,High,None,Yes,Increase,1,Neutral,3,None,Good,Asia
EMP2432,48,Early Professional,Female,Software Engineer,Retail,31,Expert,Hybrid,45,9,3,Medium,Burnout,No,Decrease,2,Satisfied,1,Daily,Poor,Asia
EMP2434,58,Young Adult,Female,Data Scientist,Manufacturing,26,Expert,Remote,36,8,5,Low,Anxiety,No,No Change,2,Satisfied,5,None,Poor,Oceania
EMP2437,23,Senior Professional,Male,HR,Education,26,Expert,Hybrid,42,13,2,Medium,Burnout,No,No Change,5,Satisfied,2,Weekly,Good,Europe
EMP2440,26,Senior Professional,Male,Sales,Finance,26,Expert,Onsite,32,8,5,Low,Anxiety,No,Increase,5,Satisfied,2,Weekly,Poor,Africa
EMP2442,59,Mid-Career Professional,Male,Sales,Retail,10,Intermediate,Onsite,44,0,5,High,Depression,No,No Change,3,Neutral,2,None,Good,South America
EMP2444,45,Senior Professional,Male,Designer,Manufacturing,31,Expert,Remote,58,8,3,High,None,No,Decrease,2,Unsatisfied,2,Weekly,Good,North America
EMP2449,30,Senior Professional,Female,Data Scientist,Retail,20,Advanced,Remote,57,7,5,High,Depression,No,Decrease,5,Unsatisfied,3,None,Good,South America
EMP2450,40,Early Professional,Male,HR,IT,21,Expert,Onsite,60,5,5,Medium,Anxiety,Yes,Decrease,1,Neutral,2,None,Average,Africa
EMP2452,59,Early Professional,Female,Sales,Consulting,9,Intermediate,Remote,27,8,3,Low,None,No,No Change,1,Satisfied,2,Daily,Average,South America
EMP2453,32,Senior Professional,Female,Designer,Retail,12,Advanced,Hybrid,28,12,2,Medium,Depression,No,No Change,3,Unsatisfied,3,None,Average,South America
EMP2454,53,Early Professional,Female,Marketing,Healthcare,2,Beginner,Hybrid,37,13,5,High,Depression,No,Decrease,5,Satisfied,2,None,Good,Africa
EMP2456,22,Mid-Career Professional,Male,Software Engineer,Manufacturing,18,Advanced,Onsite,22,5,2,High,Burnout,Yes,Decrease,1,Neutral,3,Weekly,Average,North America
EMP2457,48,Young Adult,Female,Project Manager,Manufacturing,33,Expert,Remote,46,15,1,High,None,Yes,No Change,4,Unsatisfied,4,None,Good,North America
EMP2462,45,Early Professional,Male,Data Scientist,Finance,15,Advanced,Remote,46,0,2,High,Depression,No,Decrease,5,Unsatisfied,5,None,Poor,Asia
EMP2464,30,Early Professional,Female,Software Engineer,IT,4,Beginner,Hybrid,57,14,3,Medium,Burnout,No,Increase,2,Unsatisfied,3,None,Average,Europe
EMP2465,33,Early Professional,Female,Marketing,Healthcare,25,Expert,Remote,49,11,3,High,Burnout,Yes,Decrease,2,Unsatisfied,5,None,Good,Asia
EMP2466,54,Early Professional,Female,HR,Finance,24,Expert,Hybrid,54,5,1,Low,Anxiety,No,No Change,2,Satisfied,5,Weekly,Good,Europe
EMP2467,60,Senior Professional,Female,Data Scientist,Retail,33,Expert,Remote,23,7,4,Medium,Burnout,Yes,No Change,2,Satisfied,3,Daily,Good,Asia
EMP2468,51,Senior Professional,Female,HR,Manufacturing,6,Intermediate,Remote,23,6,4,Medium,Anxiety,Yes,Increase,4,Satisfied,2,Daily,Good,Africa
EMP2471,30,Mid-Career Professional,Female,Project Manager,Finance,10,Intermediate,Onsite,36,2,2,High,Depression,Yes,Increase,2,Satisfied,3,Weekly,Poor,South America
EMP2473,48,Mid-Career Professional,Female,Data Scientist,Healthcare,26,Expert,Onsite,50,0,3,Medium,Anxiety,No,Increase,5,Satisfied,5,Weekly,Good,Oceania
EMP2474,56,Mid-Career Professional,Female,Data Scientist,Finance,17,Advanced,Onsite,45,15,4,Low,Burnout,No,No Change,4,Satisfied,3,None,Poor,North America
EMP2475,43,Senior Professional,Male,Designer,IT,19,Advanced,Hybrid,52,11,5,Low,Burnout,Yes,Decrease,2,Unsatisfied,1,None,Poor,South America
EMP2476,37,Mid-Career Professional,Male,Software Engineer,Manufacturing,8,Intermediate,Remote,49,3,2,High,None,No,Increase,3,Neutral,4,Weekly,Poor,Asia
EMP2478,45,Early Professional,Male,Marketing,IT,6,Intermediate,Hybrid,60,11,3,High,Burnout,No,Decrease,5,Neutral,4,None,Good,North America
EMP2479,23,Mid-Career Professional,Female,HR,Consulting,11,Advanced,Remote,49,13,3,Medium,Burnout,No,Increase,2,Satisfied,2,None,Good,Oceania
EMP2480,57,Young Adult,Male,Sales,Finance,25,Expert,Hybrid,34,0,1,Medium,Anxiety,Yes,No Change,3,Satisfied,3,Daily,Poor,North America
EMP2481,43,Senior Professional,Female,Software Engineer,Education,11,Advanced,Hybrid,31,12,2,Low,None,Yes,Decrease,5,Satisfied,5,Daily,Poor,South America
EMP2484,24,Mid-Career Professional,Female,Data Scientist,Finance,28,Expert,Hybrid,20,15,1,Low,Depression,Yes,No Change,1,Unsatisfied,4,Weekly,Average,Africa
EMP2485,43,Young Adult,Female,HR,Education,7,Intermediate,Remote,48,2,2,Low,Anxiety,No,Increase,2,Neutral,1,Daily,Good,North America
EMP2489,28,Mid-Career Professional,Female,Project Manager,Consulting,18,Advanced,Hybrid,39,15,1,Medium,None,Yes,No Change,4,Neutral,1,Weekly,Good,Europe
EMP2490,48,Young Adult,Female,Sales,Consulting,30,Expert,Hybrid,49,14,5,Low,Depression,No,Decrease,5,Neutral,1,None,Good,North America
EMP2491,45,Mid-Career Professional,Male,Software Engineer,Healthcare,31,Expert,Hybrid,53,12,1,High,Anxiety,Yes,No Change,5,Neutral,2,Weekly,Poor,Europe
EMP2496,31,Mid-Career Professional,Male,Data Scientist,IT,20,Advanced,Onsite,48,0,1,High,Anxiety,Yes,Increase,5,Unsatisfied,3,Daily,Good,Asia
EMP2498,47,Senior Professional,Male,Project Manager,IT,19,Advanced,Onsite,27,7,3,Low,Burnout,Yes,Increase,4,Neutral,4,Weekly,Average,South America
EMP2499,56,Mid-Career Professional,Female,Data Scientist,Healthcare,18,Advanced,Remote,21,13,2,Medium,Depression,No,Increase,4,Neutral,3,Daily,Good,Oceania
EMP2501,34,Senior Professional,Male,Project Manager,Retail,23,Expert,Remote,48,0,1,Medium,Depression,No,No Change,4,Neutral,2,Daily,Good,Europe
EMP2504,57,Young Adult,Male,Project Manager,Retail,25,Expert,Hybrid,44,0,3,Medium,Depression,Yes,Increase,2,Neutral,5,Weekly,Average,Oceania
EMP2505,37,Senior Professional,Male,Designer,Education,26,Expert,Remote,23,7,5,High,Depression,Yes,No Change,4,Satisfied,3,Weekly,Poor,Oceania
EMP2509,49,Senior Professional,Female,Project Manager,IT,27,Expert,Onsite,35,15,1,Medium,Anxiety,No,No Change,5,Unsatisfied,4,Daily,Good,Oceania
EMP2510,24,Mid-Career Professional,Male,Software Engineer,Retail,6,Intermediate,Onsite,43,6,1,High,None,No,Increase,2,Neutral,4,Weekly,Good,South America
EMP2513,28,Young Adult,Male,Software Engineer,Manufacturing,26,Expert,Hybrid,26,9,5,High,Burnout,Yes,Decrease,5,Neutral,4,None,Average,Europe
EMP2514,29,Young Adult,Female,Marketing,Consulting,6,Intermediate,Remote,38,1,1,High,None,No,Decrease,5,Neutral,2,Weekly,Average,North America
EMP2515,31,Young Adult,Female,HR,IT,24,Expert,Remote,57,11,3,Medium,Depression,No,Decrease,2,Unsatisfied,5,Daily,Average,South America
EMP2516,27,Early Professional,Female,Sales,Healthcare,23,Expert,Hybrid,58,3,3,High,Depression,Yes,No Change,5,Satisfied,4,Weekly,Average,North America
EMP2517,26,Young Adult,Female,Software Engineer,Education,33,Expert,Remote,29,5,4,High,Depression,No,Increase,3,Satisfied,2,Weekly,Average,Africa
EMP2518,56,Young Adult,Male,Data Scientist,Retail,20,Advanced,Remote,53,3,5,Low,Depression,No,Decrease,2,Satisfied,3,Daily,Poor,Oceania
EMP2523,33,Early Professional,Female,Project Manager,IT,4,Beginner,Hybrid,33,5,5,High,Burnout,No,No Change,5,Unsatisfied,2,Weekly,Poor,Europe
EMP2524,55,Early Professional,Male,HR,Healthcare,2,Beginner,Remote,41,9,5,High,Depression,Yes,Increase,3,Satisfied,5,Daily,Good,Europe
EMP2526,25,Early Professional,Female,Software Engineer,Finance,25,Expert,Remote,21,15,3,Low,None,Yes,Decrease,5,Neutral,1,Daily,Average,Asia
EMP2527,27,Young Adult,Male,Marketing,Manufacturing,29,Expert,Onsite,22,8,3,High,Burnout,Yes,No Change,4,Unsatisfied,5,Daily,Good,North America
EMP2528,54,Young Adult,Male,HR,Consulting,31,Expert,Hybrid,32,2,1,Low,Depression,Yes,Increase,3,Unsatisfied,4,Weekly,Good,South America
EMP2533,33,Early Professional,Female,Data Scientist,Healthcare,6,Intermediate,Remote,24,12,4,Low,None,No,No Change,3,Unsatisfied,1,Weekly,Poor,South America
EMP2537,32,Senior Professional,Female,Project Manager,Retail,11,Advanced,Hybrid,29,8,2,Medium,Depression,No,Increase,5,Satisfied,3,Weekly,Good,Oceania
EMP2539,22,Senior Professional,Female,Sales,Education,25,Expert,Onsite,24,8,3,Low,Burnout,Yes,Decrease,2,Satisfied,1,Weekly,Average,North America
EMP2540,42,Young Adult,Male,Marketing,Retail,22,Expert,Onsite,35,2,5,High,Depression,No,Increase,2,Neutral,2,Daily,Average,South America
EMP2542,23,Young Adult,Male,Designer,Education,34,Expert,Onsite,31,12,5,Low,None,Yes,Decrease,5,Satisfied,2,Daily,Good,Europe
EMP2545,49,Senior Professional,Female,Marketing,Education,29,Expert,Hybrid,25,7,1,High,Anxiety,No,No Change,4,Neutral,4,Weekly,Poor,Africa
EMP2548,25,Senior Professional,Male,Sales,Education,22,Expert,Hybrid,39,13,2,Medium,Burnout,No,Decrease,3,Unsatisfied,4,Weekly,Poor,South America
EMP2549,53,Young Adult,Male,Designer,Consulting,1,Beginner,Hybrid,47,4,2,Medium,Depression,Yes,Decrease,3,Neutral,2,None,Poor,Asia
EMP2550,48,Senior Professional,Male,Software Engineer,Education,9,Intermediate,Remote,50,13,2,Low,Depression,No,No Change,2,Satisfied,5,None,Poor,Europe
EMP2552,39,Early Professional,Male,Sales,Manufacturing,3,Beginner,Onsite,42,7,5,High,Anxiety,Yes,No Change,2,Satisfied,2,Weekly,Poor,Oceania
EMP2555,23,Young Adult,Female,Data Scientist,Manufacturing,25,Expert,Onsite,28,2,2,Low,Burnout,No,Increase,4,Satisfied,4,None,Average,Africa
EMP2557,23,Early Professional,Female,Data Scientist,IT,1,Beginner,Onsite,39,0,4,High,Burnout,Yes,No Change,2,Satisfied,4,Weekly,Good,North America
EMP2559,27,Early Professional,Female,Sales,Finance,32,Expert,Onsite,34,15,1,Medium,Depression,Yes,No Change,3,Neutral,1,None,Average,Oceania
EMP2560,39,Young Adult,Female,Designer,Education,26,Expert,Remote,47,4,3,Medium,Depression,No,No Change,4,Neutral,4,None,Good,North America
EMP2561,51,Early Professional,Female,Data Scientist,Retail,1,Beginner,Onsite,24,13,4,High,Burnout,Yes,Decrease,5,Neutral,1,None,Average,North America
EMP2562,47,Senior Professional,Male,Data Scientist,Consulting,22,Expert,Onsite,27,14,2,Low,None,Yes,Increase,5,Neutral,4,None,Good,Oceania
EMP2564,47,Early Professional,Male,Project Manager,IT,6,Intermediate,Onsite,52,10,2,Medium,Burnout,No,No Change,3,Neutral,5,Weekly,Average,South America
EMP2566,42,Mid-Career Professional,Male,Project Manager,IT,5,Beginner,Onsite,39,2,3,Medium,Burnout,No,No Change,3,Neutral,4,Daily,Poor,Asia
EMP2569,33,Early Professional,Male,Project Manager,Retail,9,Intermediate,Hybrid,59,0,5,Medium,Anxiety,No,Decrease,1,Unsatisfied,4,Weekly,Poor,North America
EMP2570,54,Early Professional,Male,Data Scientist,Consulting,2,Beginner,Hybrid,32,1,4,Medium,Burnout,No,No Change,1,Unsatisfied,5,Daily,Average,Africa
EMP2575,56,Senior Professional,Male,Sales,Manufacturing,15,Advanced,Onsite,59,7,3,Low,None,No,No Change,1,Satisfied,4,None,Poor,Europe
EMP2578,26,Senior Professional,Male,HR,Manufacturing,6,Intermediate,Remote,41,11,5,Low,Depression,Yes,No Change,1,Unsatisfied,4,None,Poor,Europe
EMP2579,47,Young Adult,Female,HR,Consulting,25,Expert,Onsite,56,10,1,Medium,None,No,Increase,4,Satisfied,2,Weekly,Poor,Asia
EMP2580,42,Mid-Career Professional,Female,Designer,Consulting,30,Expert,Hybrid,48,4,2,High,Anxiety,Yes,Increase,4,Neutral,5,Weekly,Good,North America
EMP2584,29,Senior Professional,Male,Data Scientist,Manufacturing,19,Advanced,Hybrid,33,5,1,Medium,Anxiety,Yes,Increase,2,Satisfied,2,Weekly,Average,South America
EMP2585,54,Young Adult,Female,Marketing,Finance,23,Expert,Hybrid,59,8,2,Low,Anxiety,No,No Change,4,Neutral,4,None,Good,Africa
EMP2586,48,Senior Professional,Male,Data Scientist,Retail,3,Beginner,Onsite,21,2,1,Low,Burnout,Yes,Decrease,5,Satisfied,3,Weekly,Good,Africa
EMP2590,60,Mid-Career Professional,Female,Designer,Finance,13,Advanced,Hybrid,21,2,3,Medium,Anxiety,No,No Change,1,Satisfied,3,Weekly,Poor,Europe
EMP2591,46,Senior Professional,Female,HR,Finance,29,Expert,Remote,29,13,3,Medium,Burnout,No,Increase,1,Neutral,1,Weekly,Average,North America
EMP2594,57,Senior Professional,Male,Project Manager,IT,21,Expert,Remote,29,0,4,Low,Anxiety,Yes,Decrease,1,Neutral,3,Daily,Average,Oceania
EMP2599,26,Mid-Career Professional,Male,Project Manager,Education,3,Beginner,Onsite,51,0,4,Medium,Burnout,Yes,No Change,2,Unsatisfied,3,None,Poor,Asia
EMP2600,50,Young Adult,Female,HR,Retail,17,Advanced,Remote,45,12,2,High,Anxiety,No,No Change,2,Unsatisfied,5,Weekly,Good,Oceania
EMP2601,59,Senior Professional,Female,Marketing,Education,26,Expert,Remote,49,8,2,High,None,No,Decrease,1,Satisfied,2,Daily,Poor,Asia
EMP2602,35,Senior Professional,Male,Marketing,Education,24,Expert,Hybrid,21,2,2,Medium,None,Yes,Increase,3,Unsatisfied,5,Weekly,Good,Asia
EMP2603,44,Early Professional,Female,Marketing,IT,10,Intermediate,Hybrid,40,12,2,Low,None,No,No Change,1,Unsatisfied,1,Weekly,Poor,Oceania
EMP2605,46,Mid-Career Professional,Female,Sales,Healthcare,12,Advanced,Remote,30,4,5,Low,Anxiety,Yes,Decrease,3,Unsatisfied,1,Daily,Poor,Oceania
EMP2606,27,Mid-Career Professional,Male,Sales,Manufacturing,10,Intermediate,Onsite,54,4,5,Low,Burnout,No,Increase,1,Neutral,2,Daily,Average,Asia
EMP2607,27,Young Adult,Male,Data Scientist,Retail,11,Advanced,Onsite,47,6,5,Medium,Burnout,No,No Change,1,Satisfied,3,Daily,Average,Oceania
EMP2609,35,Early Professional,Female,Project Manager,Consulting,23,Expert,Remote,20,14,5,Low,Depression,Yes,Increase,1,Satisfied,4,Daily,Average,Oceania
EMP2611,31,Young Adult,Male,Marketing,IT,16,Advanced,Hybrid,48,15,1,Medium,None,No,Decrease,3,Unsatisfied,3,Daily,Good,Africa
EMP2613,42,Early Professional,Male,Data Scientist,Healthcare,13,Advanced,Onsite,54,6,4,Medium,Anxiety,No,No Change,2,Satisfied,1,Daily,Good,North America
EMP2614,46,Mid-Career Professional,Male,Data Scientist,Education,11,Advanced,Hybrid,41,13,1,Low,Anxiety,Yes,Decrease,3,Neutral,4,Daily,Poor,Oceania
EMP2616,58,Mid-Career Professional,Male,Marketing,Consulting,34,Expert,Onsite,50,1,2,Low,Anxiety,Yes,Increase,3,Neutral,3,Daily,Good,Asia
EMP2617,44,Senior Professional,Female,Marketing,Healthcare,2,Beginner,Onsite,44,9,2,High,Anxiety,Yes,Increase,4,Unsatisfied,5,None,Good,Asia
EMP2618,53,Mid-Career Professional,Male,Data Scientist,Consulting,4,Beginner,Onsite,30,1,5,Low,Depression,No,No Change,1,Satisfied,2,Daily,Average,Europe
EMP2620,25,Mid-Career Professional,Male,Data Scientist,Manufacturing,1,Beginner,Onsite,40,1,1,Medium,Depression,No,No Change,3,Neutral,5,Weekly,Poor,South America
EMP2621,32,Young Adult,Female,Designer,Healthcare,1,Beginner,Hybrid,47,12,3,High,Anxiety,No,Decrease,5,Satisfied,5,Daily,Poor,Europe
EMP2622,23,Early Professional,Male,Project Manager,Consulting,15,Advanced,Remote,34,15,4,Medium,None,No,No Change,4,Neutral,5,None,Good,Oceania
EMP2625,58,Mid-Career Professional,Female,Sales,Consulting,25,Expert,Remote,49,0,1,Low,Depression,No,Increase,2,Satisfied,3,Weekly,Average,South America
EMP2626,57,Senior Professional,Male,Marketing,Finance,10,Intermediate,Remote,59,2,2,Low,Depression,No,No Change,2,Satisfied,4,Weekly,Poor,South America
EMP2627,25,Senior Professional,Male,HR,Retail,22,Expert,Onsite,60,2,1,Medium,Depression,No,No Change,5,Satisfied,5,Daily,Good,Oceania
EMP2628,59,Young Adult,Female,Project Manager,Finance,27,Expert,Remote,38,7,2,Low,Burnout,Yes,Increase,4,Neutral,4,None,Poor,Oceania
EMP2630,56,Mid-Career Professional,Female,Project Manager,IT,5,Beginner,Onsite,48,4,5,Medium,None,Yes,Decrease,1,Neutral,3,Daily,Average,North America
EMP2634,53,Mid-Career Professional,Female,Project Manager,Consulting,2,Beginner,Hybrid,59,0,5,Low,Burnout,Yes,Decrease,1,Neutral,3,None,Poor,Asia
EMP2635,47,Senior Professional,Female,Sales,Healthcare,8,Intermediate,Hybrid,55,9,5,Medium,None,No,Increase,5,Unsatisfied,1,Weekly,Good,Asia
EMP2639,55,Mid-Career Professional,Male,Data Scientist,Finance,31,Expert,Hybrid,31,10,5,Low,Anxiety,No,No Change,3,Neutral,5,None,Poor,Asia
EMP2642,35,Early Professional,Female,Sales,Education,29,Expert,Onsite,32,15,4,High,Depression,Yes,Increase,4,Neutral,3,Weekly,Average,North America
EMP2643,50,Early Professional,Male,Marketing,Consulting,20,Advanced,Onsite,33,5,3,Medium,Anxiety,Yes,Increase,3,Satisfied,2,None,Good,Europe
EMP2644,27,Senior Professional,Female,HR,Healthcare,8,Intermediate,Hybrid,44,11,5,Low,Burnout,No,Increase,1,Satisfied,4,None,Average,North America
EMP2645,34,Young Adult,Male,Designer,Manufacturing,29,Expert,Onsite,57,13,5,High,Anxiety,Yes,Decrease,3,Unsatisfied,5,None,Poor,Oceania
EMP2647,42,Early Professional,Female,HR,Education,7,Intermediate,Hybrid,45,4,3,Medium,Burnout,No,No Change,2,Unsatisfied,3,None,Poor,South America
EMP2650,50,Mid-Career Professional,Female,Software Engineer,Healthcare,16,Advanced,Hybrid,38,11,3,Medium,Burnout,Yes,Decrease,1,Unsatisfied,2,Weekly,Poor,Oceania
EMP2652,54,Senior Professional,Female,Designer,Finance,24,Expert,Hybrid,28,13,4,Low,Anxiety,Yes,Decrease,4,Satisfied,1,Daily,Average,South America
EMP2654,54,Young Adult,Female,Sales,Consulting,11,Advanced,Hybrid,29,5,3,High,None,Yes,Increase,1,Neutral,2,None,Poor,Africa
EMP2656,37,Young Adult,Female,Designer,IT,1,Beginner,Onsite,51,5,1,Low,Depression,No,No Change,2,Satisfied,4,Daily,Average,Asia
EMP2659,22,Early Professional,Female,Data Scientist,Manufacturing,14,Advanced,Onsite,40,3,4,Low,Anxiety,Yes,Decrease,3,Satisfied,5,Weekly,Poor,North America
EMP2660,53,Young Adult,Female,Marketing,Consulting,18,Advanced,Remote,25,7,3,Low,Depression,No,No Change,3,Neutral,5,Daily,Poor,Africa
EMP2661,53,Senior Professional,Female,Designer,Retail,4,Beginner,Remote,34,11,4,Low,Burnout,No,Decrease,3,Satisfied,1,None,Poor,Europe
EMP2662,43,Senior Professional,Female,Marketing,Consulting,18,Advanced,Onsite,55,11,3,Medium,Burnout,No,No Change,4,Unsatisfied,3,None,Good,North America
EMP2663,53,Mid-Career Professional,Female,Project Manager,IT,14,Advanced,Hybrid,22,0,1,High,Depression,No,No Change,2,Satisfied,5,Weekly,Good,Africa
EMP2664,34,Senior Professional,Male,Project Manager,Retail,21,Expert,Onsite,57,10,3,Medium,Burnout,No,No Change,1,Neutral,3,Weekly,Poor,Asia
EMP2666,33,Mid-Career Professional,Male,Designer,Healthcare,5,Beginner,Remote,40,1,5,Low,Burnout,No,Increase,5,Neutral,4,None,Good,Asia
EMP2667,58,Early Professional,Male,Designer,Finance,32,Expert,Remote,60,6,5,High,Burnout,Yes,Decrease,2,Unsatisfied,3,None,Average,Asia
EMP2670,46,Young Adult,Female,Data Scientist,IT,30,Expert,Hybrid,40,8,4,High,Burnout,Yes,Increase,4,Satisfied,5,Weekly,Poor,Asia
EMP2672,36,Mid-Career Professional,Male,HR,Manufacturing,21,Expert,Remote,34,14,4,Medium,Burnout,No,Decrease,5,Satisfied,5,None,Good,Europe
EMP2673,53,Early Professional,Female,Project Manager,Education,35,Expert,Hybrid,23,13,3,Low,Depression,Yes,Increase,3,Satisfied,5,Daily,Average,South America
EMP2674,25,Senior Professional,Female,Data Scientist,Finance,28,Expert,Onsite,54,15,1,Medium,Depression,No,Increase,2,Satisfied,2,Daily,Poor,North America
EMP2677,26,Senior Professional,Male,Sales,Retail,13,Advanced,Remote,22,1,3,Medium,Burnout,No,No Change,4,Satisfied,4,Weekly,Average,Europe
EMP2679,38,Mid-Career Professional,Female,Software Engineer,Education,6,Intermediate,Onsite,48,8,4,Low,Depression,No,Decrease,1,Unsatisfied,4,Weekly,Average,Africa
EMP2682,26,Mid-Career Professional,Male,Marketing,Retail,8,Intermediate,Remote,43,7,1,High,Anxiety,Yes,Decrease,4,Satisfied,5,Weekly,Good,Asia
EMP2684,51,Mid-Career Professional,Male,Software Engineer,Consulting,4,Beginner,Remote,20,10,2,Medium,Anxiety,Yes,Decrease,3,Satisfied,1,Weekly,Poor,North America
EMP2685,58,Senior Professional,Female,Designer,Education,33,Expert,Hybrid,24,1,5,Medium,Burnout,Yes,Decrease,5,Unsatisfied,5,Weekly,Good,Africa
EMP2689,38,Mid-Career Professional,Female,Sales,IT,15,Advanced,Onsite,50,4,4,High,Burnout,Yes,Decrease,5,Satisfied,1,Weekly,Poor,Asia
EMP2691,43,Senior Professional,Female,Data Scientist,Finance,29,Expert,Remote,55,7,2,Medium,None,Yes,No Change,4,Neutral,4,Weekly,Average,North America
EMP2692,52,Mid-Career Professional,Male,Sales,Education,12,Advanced,Remote,55,14,5,Medium,Depression,Yes,No Change,2,Neutral,5,None,Good,North America
EMP2693,35,Senior Professional,Female,Software Engineer,Retail,16,Advanced,Onsite,45,12,3,Medium,None,No,Increase,1,Unsatisfied,2,None,Good,Oceania
EMP2694,52,Early Professional,Male,Project Manager,IT,19,Advanced,Onsite,20,3,2,Medium,Depression,No,Decrease,2,Satisfied,4,Weekly,Good,North America
EMP2695,23,Senior Professional,Male,HR,IT,34,Expert,Remote,59,12,3,Low,Depression,Yes,Decrease,4,Satisfied,1,Daily,Average,North America
EMP2697,31,Early Professional,Female,Sales,Manufacturing,15,Advanced,Onsite,25,7,5,High,None,Yes,Increase,4,Unsatisfied,3,Weekly,Poor,Oceania
EMP2698,43,Early Professional,Male,Sales,Finance,18,Advanced,Hybrid,30,15,2,Low,Burnout,Yes,No Change,4,Unsatisfied,1,Weekly,Poor,Europe
EMP2699,54,Mid-Career Professional,Male,HR,Manufacturing,11,Advanced,Hybrid,33,10,3,Low,Burnout,No,Decrease,5,Unsatisfied,2,Daily,Good,Africa
EMP2700,53,Senior Professional,Female,Marketing,Consulting,18,Advanced,Remote,58,13,5,Low,Depression,Yes,Increase,3,Satisfied,4,Daily,Average,North America
EMP2703,58,Senior Professional,Male,Marketing,Healthcare,25,Expert,Onsite,34,4,4,Low,Anxiety,No,No Change,4,Unsatisfied,1,None,Poor,North America
EMP2704,51,Senior Professional,Male,Software Engineer,IT,21,Expert,Onsite,36,15,4,Low,None,Yes,Decrease,1,Satisfied,3,None,Average,Africa
EMP2711,40,Early Professional,Female,Project Manager,Healthcare,12,Advanced,Remote,42,4,1,High,Burnout,No,Decrease,5,Neutral,4,Daily,Average,North America
EMP2715,34,Senior Professional,Female,Designer,Consulting,21,Expert,Hybrid,54,3,2,High,Burnout,No,No Change,3,Neutral,5,Weekly,Poor,North America
EMP2718,48,Mid-Career Professional,Female,Data Scientist,Finance,20,Advanced,Onsite,36,11,2,Low,Depression,No,Decrease,1,Neutral,1,Weekly,Poor,North America
EMP2720,30,Young Adult,Female,Sales,Manufacturing,34,Expert,Onsite,42,15,2,High,None,Yes,No Change,2,Satisfied,2,None,Good,North America
EMP2722,34,Mid-Career Professional,Female,HR,Education,2,Beginner,Hybrid,48,7,3,Low,Depression,Yes,Decrease,2,Satisfied,5,None,Good,Asia
EMP2724,41,Early Professional,Male,HR,Manufacturing,24,Expert,Onsite,27,5,1,Low,Anxiety,No,Decrease,2,Satisfied,3,None,Poor,North America
EMP2725,41,Mid-Career Professional,Female,Sales,Consulting,11,Advanced,Hybrid,24,5,2,Low,Burnout,Yes,Increase,4,Neutral,3,None,Poor,Africa
EMP2728,22,Young Adult,Male,Sales,Retail,9,Intermediate,Hybrid,34,14,4,Medium,Anxiety,Yes,Increase,5,Neutral,4,Weekly,Good,Europe
EMP2729,27,Young Adult,Male,HR,Retail,4,Beginner,Onsite,42,7,1,Low,Anxiety,Yes,No Change,2,Unsatisfied,1,Weekly,Average,South America
EMP2735,46,Mid-Career Professional,Male,Marketing,Retail,20,Advanced,Onsite,30,14,3,High,Anxiety,Yes,Decrease,5,Neutral,4,None,Good,North America
EMP2739,30,Early Professional,Male,Data Scientist,Consulting,21,Expert,Remote,38,15,5,High,None,Yes,Decrease,4,Neutral,2,Weekly,Good,Oceania
EMP2740,42,Early Professional,Male,Sales,Healthcare,3,Beginner,Hybrid,47,5,1,Low,Anxiety,No,No Change,5,Neutral,4,Daily,Average,Europe
EMP2741,57,Mid-Career Professional,Male,Marketing,Finance,13,Advanced,Remote,22,8,3,High,None,No,Increase,2,Neutral,1,Weekly,Average,South America
EMP2743,33,Mid-Career Professional,Male,Data Scientist,Finance,35,Expert,Hybrid,46,2,5,Low,Burnout,No,Increase,2,Unsatisfied,5,None,Average,Oceania
EMP2746,25,Senior Professional,Female,Designer,Retail,35,Expert,Hybrid,23,14,3,Medium,Depression,Yes,Decrease,1,Satisfied,1,Daily,Average,Europe
EMP2747,46,Young Adult,Female,Marketing,IT,32,Expert,Onsite,36,7,4,High,Anxiety,No,No Change,3,Satisfied,3,Daily,Good,South America
EMP2751,43,Young Adult,Female,HR,Education,4,Beginner,Remote,26,5,4,Low,None,Yes,No Change,3,Neutral,4,None,Good,North America
EMP2752,30,Mid-Career Professional,Male,Software Engineer,Consulting,34,Expert,Remote,51,6,1,Medium,None,No,No Change,1,Satisfied,3,Weekly,Average,Oceania
